"Grupao","Grupo","Familia","Especie","NomeComum","PrincipaisAmeacas"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rufotomentosa","-","plantaçao de madereiras"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rufotomentosa","-","extraçao de madeira"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rupestris","-","extraçao de madeira"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rupestris","-","distribuiçao restrita"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rupestris","-","plantaçao de madereiras"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rupestris","-","especies invasoras"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rupestris","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera sigillata","-","plantaçao de madereiras"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera sigillata","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera sigillata","-","especies invasoras"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera sigillata","-","extraçao de madeira"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera sigillata","-","agropecuaria"
"Flora","Angiospermas","Apiaceae","Klotzschia rhizophylla","-","Turismo desordenado"
"Flora","Angiospermas","Apiaceae","Klotzschia rhizophylla","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Apiaceae","Klotzschia rhizophylla","-","expansão urbana"
"Flora","Angiospermas","Apiaceae","Klotzschia rhizophylla","-","especies invasoras"
"Fauna","Peixes Continentais","Characidae","Kolpotocheirodon figueiredoi","Desconhecido","Turismo desordenado"
"Fauna","Peixes Continentais","Characidae","Kolpotocheirodon theloura","Lambari ","agropecuaria"
"Fauna","Peixes Continentais","Characidae","Kolpotocheirodon theloura","Lambari ","expansão urbana"
"Fauna","Peixes Continentais","Characidae","Kolpotocheirodon theloura","Lambari ","especies exoticas"
"Fauna","Peixes Continentais","Characidae","Kolpotocheirodon theloura","Lambari ","queimadas"
"Fauna","Peixes Continentais","Rivulidae","Kryptolebias brasiliensis","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Kryptolebias campelloi","Desconhecido","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Kryptolebias gracilis","Peixe-anual","agropecuaria"
"Fauna","Invertebrados Terrestres","Formicidae","Lachnomyrmex nordestinus","Formiga","agropecuaria"
"Fauna","Invertebrados Terrestres","Formicidae","Lachnomyrmex nordestinus","Formiga","expansão urbana"
"Fauna","Invertebrados Terrestres","Formicidae","Lachnomyrmex nordestinus","Formiga","extracao florestal"
"Flora","Angiospermas","Lythraceae","Lafoensia nummularifolia","dedaleira-branca","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cyperaceae","Lagenocarpus bracteosus","-","queimadas"
"Flora","Angiospermas","Cyperaceae","Lagenocarpus bracteosus","-","Turismo desordenado"
"Flora","Angiospermas","Cyperaceae","Lagenocarpus bracteosus","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Cyperaceae","Lagenocarpus bracteosus","-","mineraçao"
"Flora","Angiospermas","Cyperaceae","Lagenocarpus bracteosus","-","agropecuaria"
"Fauna","Mamíferos","Atelidae","Lagothrix cana cana","Macaco-barrigudo","agropecuaria"
"Fauna","Mamíferos","Atelidae","Lagothrix cana cana","Macaco-barrigudo","expansão urbana"
"Fauna","Mamíferos","Atelidae","Lagothrix cana cana","Macaco-barrigudo","assentamento humano:rurais"
"Fauna","Mamíferos","Atelidae","Lagothrix cana cana","Macaco-barrigudo","caça/pesca/captura"
"Fauna","Mamíferos","Atelidae","Lagothrix cana cana","Macaco-barrigudo","Produção de energia"
"Fauna","Mamíferos","Atelidae","Lagothrix cana cana","Macaco-barrigudo","transportes (terrestre/aereo/aquatico)"
"Fauna","Mamíferos","Atelidae","Lagothrix lagothricha","Macaco-barrigudo","caça/pesca/captura"
"Fauna","Mamíferos","Atelidae","Lagothrix poeppigii","Macaco-barrigudo","caça/pesca/captura"
"Fauna","Mamíferos","Atelidae","Lagothrix poeppigii","Macaco-barrigudo","transportes (terrestre/aereo/aquatico)"
"Fauna","Peixes Continentais","Loricariidae","Lamontichthys avacanoeiro","Desconhecido","Produção de energia"
"Fauna","Peixes Continentais","Loricariidae","Lamontichthys parakana","Desconhecido","Produção de energia"
"Flora","Angiospermas","Bromeliaceae","Lapanthus duartei","-","vazio"
"Flora","Angiospermas","Fabaceae","Lathyrus acutifolius","-","agropecuaria"
"Flora","Angiospermas","Fabaceae","Lathyrus paraguariensis","-","agropecuaria"
"Flora","Angiospermas","Fabaceae","Lathyrus paraguariensis","-","plantaçao de madereiras"
"Fauna","Invertebrados Aquáticos","Latrunculiidae","Latrunculia (Biannulata) janeirensis","Esponja","especies exoticas"
"Fauna","Invertebrados Aquáticos","Latrunculiidae","Latrunculia (Biannulata) janeirensis","Esponja","poluiçao"
"Flora","Angiospermas","Melastomataceae","Lavoisiera cordata","-","especies invasoras"
"Flora","Angiospermas","Melastomataceae","Leandra hatschbachii","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Peixes Continentais","Lebiasinidae","Lebiasina marilynae","Desconhecido","Produção de energia"
"Fauna","Peixes Continentais","Lebiasinidae","Lebiasina melanoguttata","Desconhecido","Produção de energia"
"Fauna","Peixes Continentais","Lebiasinidae","Lebiasina minuta","Desconhecido","Produção de energia"
"Flora","Angiospermas","Lecythidaceae","Lecythis schwackei","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Poaceae","Leersia ligularis","-","vazio"
"Flora","Angiospermas","Eriocaulaceae","Leiothrix echinocephala","-","agropecuaria"
"Flora","Angiospermas","Eriocaulaceae","Leiothrix echinocephala","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria brasiliensis","-","expansão urbana"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria brasiliensis","-","queimadas"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria brasiliensis","-","desastres naturais"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria itatimensis","-","plantaçao de madereiras"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria tamandarei","-","desastres naturais"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria tamandarei","-","expansão urbana"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria tamandarei","-","queimadas"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Leodesmus yporangae","Piolho-de-cobra","Turismo desordenado"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus caissara","Mico-leão-da-cara-preta","expansão urbana"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus caissara","Mico-leão-da-cara-preta","Turismo desordenado"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysomelas","Mico-leão-da-cara-dourada","agropecuaria"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysomelas","Mico-leão-da-cara-dourada","expansão urbana"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysomelas","Mico-leão-da-cara-dourada","assentamento humano:rurais"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysomelas","Mico-leão-da-cara-dourada","transportes (terrestre/aereo/aquatico)"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysopygus","Mico-leão-preto","agropecuaria"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysopygus","Mico-leão-preto","assentamento humano:rurais"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysopygus","Mico-leão-preto","queimadas"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus rosalia","Mico-leão-dourado","expansão urbana"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus rosalia","Mico-leão-dourado","assentamento humano:rurais"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus rosalia","Mico-leão-dourado","especies exoticas"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus rosalia","Mico-leão-dourado","transportes (terrestre/aereo/aquatico)"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus rosalia","Mico-leão-dourado","queimadas"
"Fauna","Mamíferos","Felidae","Leopardus colocolo","Gato-palheiro","agropecuaria"
"Fauna","Mamíferos","Felidae","Leopardus colocolo","Gato-palheiro","caça/pesca/captura"
"Fauna","Mamíferos","Felidae","Leopardus colocolo","Gato-palheiro","transportes (terrestre/aereo/aquatico)"
"Fauna","Mamíferos","Felidae","Leopardus geoffroyi","Gato-do-mato-grande","agropecuaria"
"Fauna","Mamíferos","Felidae","Leopardus geoffroyi","Gato-do-mato-grande","especies exoticas"
"Fauna","Mamíferos","Felidae","Leopardus geoffroyi","Gato-do-mato-grande","caça/pesca/captura"
"Fauna","Mamíferos","Felidae","Leopardus geoffroyi","Gato-do-mato-grande","transportes (terrestre/aereo/aquatico)"
"Fauna","Mamíferos","Felidae","Leopardus guttulus","Gato-do-mato","agropecuaria"
"Fauna","Mamíferos","Felidae","Leopardus guttulus","Gato-do-mato","caça/pesca/captura"
"Fauna","Mamíferos","Felidae","Leopardus guttulus","Gato-do-mato","mudanca na dinamica das especies nativas:patogenias/parasitas"
"Fauna","Mamíferos","Felidae","Leopardus guttulus","Gato-do-mato","transportes (terrestre/aereo/aquatico)"
"Fauna","Mamíferos","Felidae","Leopardus tigrinus","Gato-do-mato","agropecuaria"
"Fauna","Mamíferos","Felidae","Leopardus tigrinus","Gato-do-mato","caça/pesca/captura"
"Fauna","Mamíferos","Felidae","Leopardus tigrinus","Gato-do-mato","mudanca na dinamica das especies nativas:patogenias/parasitas"
"Fauna","Mamíferos","Felidae","Leopardus tigrinus","Gato-do-mato","transportes (terrestre/aereo/aquatico)"
"Fauna","Mamíferos","Felidae","Leopardus wiedii","Gato-maracajá","agropecuaria"
"Flora","Angiospermas","Asteraceae","Lepidaploa almasensis","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Lepidaploa almasensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Asteraceae","Lepidaploa gnaphalioides","-","Turismo desordenado"
"Flora","Angiospermas","Asteraceae","Lepidaploa gnaphalioides","-","queimadas"
"Flora","Angiospermas","Asteraceae","Lepidaploa gnaphalioides","-","mineraçao"
"Flora","Angiospermas","Asteraceae","Lepidaploa pseudaurea","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Lepidaploa pseudaurea","-","queimadas"
"Flora","Angiospermas","Asteraceae","Lepidaploa pseudaurea","-","extraçao de madeira"
"Flora","Angiospermas","Asteraceae","Lepidaploa spixiana","-","mineraçao"
"Flora","Angiospermas","Asteraceae","Lepidaploa spixiana","-","plantaçao de madereiras"
"Flora","Angiospermas","Asteraceae","Lepidaploa spixiana","-","Turismo desordenado"
"Flora","Angiospermas","Asteraceae","Lepidaploa spixiana","-","queimadas"
"Fauna","Peixes Continentais","Characidae","Lepidocharax diamantina","Desconhecido","expansão urbana"
"Fauna","Peixes Continentais","Characidae","Lepidocharax diamantina","Desconhecido","Turismo desordenado"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","expansão urbana"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","caça/pesca/captura"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","mineraçao"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","transportes (terrestre/aereo/aquatico)"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","Turismo desordenado"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","poluiçao"
"Fauna","Aves","Dendrocolaptidae","Lepidocolaptes wagleri","Arapaçu-de-wagler","agropecuaria"
"Fauna","Aves","Pipridae","Lepidothrix iris","Cabeça-de-prata","agropecuaria"
"Fauna","Aves","Pipridae","Lepidothrix iris","Cabeça-de-prata","queimadas"
"Fauna","Aves","Pipridae","Lepidothrix iris iris","Cabeça-de-prata","agropecuaria"
"Fauna","Aves","Pipridae","Lepidothrix iris iris","Cabeça-de-prata","extracao florestal"
"Fauna","Aves","Pipridae","Lepidothrix vilasboasi","Dançador-de-coroa-dourada","agropecuaria"
"Fauna","Aves","Pipridae","Lepidothrix vilasboasi","Dançador-de-coroa-dourada","transportes (terrestre/aereo/aquatico)"
"Fauna","Peixes Continentais","Loricariidae","Leporacanthicus joselimai","Desconhecido","Produção de energia"
"Fauna","Peixes Continentais","Anostomidae","Leporinus guttatus","Aracu","extracao florestal"
"Fauna","Peixes Continentais","Anostomidae","Leporinus guttatus","Aracu","Produção de energia"
"Fauna","Peixes Continentais","Anostomidae","Leporinus pitingai","Aracu","Produção de energia"
"Fauna","Répteis","Gymnophthalmidae","Leposoma annectans","Desconhecido","expansão urbana"
"Fauna","Répteis","Gymnophthalmidae","Leposoma annectans","Desconhecido","mudanças na dinamica das especies nativas"
"Fauna","Répteis","Gymnophthalmidae","Leposoma baturitensis","Desconhecido","agropecuaria"
"Fauna","Répteis","Gymnophthalmidae","Leposoma baturitensis","Desconhecido","assentamento humano:rurais"
"Fauna","Répteis","Gymnophthalmidae","Leposoma nanodactylus","Desconhecido","agropecuaria"
"Fauna","Répteis","Gymnophthalmidae","Leposoma nanodactylus","Desconhecido","extracao florestal"
"Fauna","Répteis","Gymnophthalmidae","Leposoma puk","Desconhecido","agropecuaria"
"Fauna","Répteis","Gymnophthalmidae","Leposoma puk","Desconhecido","extracao florestal"
"Fauna","Répteis","Amphisbanidae","Leposternon kisteumacheri","Cobra-de-duas-cabeças","agropecuaria"
"Fauna","Répteis","Amphisbanidae","Leposternon octostegum","Cobra-de-duas-cabeças","expansão urbana"
"Fauna","Répteis","Amphisbanidae","Leposternon octostegum","Cobra-de-duas-cabeças","mudanças na dinamica das especies nativas"
"Fauna","Répteis","Amphisbanidae","Leposternon scutigerum","Cobra-de-duas-cabeças","expansão urbana"
"Fauna","Répteis","Amphisbanidae","Leposternon scutigerum","Cobra-de-duas-cabeças","mudanças na dinamica das especies nativas"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion acutum","Libélula","agropecuaria"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion acutum","Libélula","expansão urbana"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion acutum","Libélula","queimadas"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion bocainense","Libélula","agropecuaria"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion bocainense","Libélula","expansão urbana"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion capixabae","Libélula","expansão urbana"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion capixabae","Libélula","mineraçao"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion capixabae","Libélula","queimadas"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","agropecuaria"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","expansão urbana"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","extracao florestal"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","mineraçao"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","transportes (terrestre/aereo/aquatico)"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","poluiçao"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","queimadas"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion vriesianum","Libélula","agropecuaria"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion vriesianum","Libélula","expansão urbana"
"Fauna","Aves","Furnariidae","Leptasthenura platensis","Rabudinho","agropecuaria"
"Fauna","Aves","Furnariidae","Leptasthenura platensis","Rabudinho","extracao florestal"
"Fauna","Aves","Furnariidae","Leptasthenura platensis","Rabudinho","queimadas"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","agropecuaria"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","queimadas"
"Flora","Briófitas","Pottiaceae","Leptodontium wallisii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Lamiaceae","Leptohyptis pinheiroi","-","vazio"
"Fauna","Invertebrados Terrestres","Eukoeneniidae","Leptokoenenia pelada","Palpígrado","mineraçao"
"Fauna","Invertebrados Terrestres","Eukoeneniidae","Leptokoenenia thalassophobica","Palpígrado","mineraçao"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias citrinipinnis","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias itanhaensis","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias itanhaensis","Peixe-anual","caça/pesca/captura"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias leitaoi","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias leitaoi","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias marmoratus","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias opalescens","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias splendens","Peixe-anual","expansão urbana"
"Flora","Angiospermas","Asteraceae","Leptostelma catharinense","-","vazio"
"Flora","Angiospermas","Asteraceae","Lessingianthus adenophyllus","-","queimadas"
"Flora","Angiospermas","Asteraceae","Lessingianthus adenophyllus","-","mineraçao"
"Flora","Angiospermas","Asteraceae","Lessingianthus adenophyllus","-","plantaçao de madereiras"
"Flora","Angiospermas","Asteraceae","Lessingianthus adenophyllus","-","Turismo desordenado"
"Flora","Angiospermas","Asteraceae","Lessingianthus asteriflorus","-","especies invasoras"
"Flora","Angiospermas","Asteraceae","Lessingianthus asteriflorus","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Lessingianthus asteriflorus","-","plantaçao de madereiras"
"Flora","Angiospermas","Asteraceae","Lessingianthus asteriflorus","-","especies invasoras"
