"Grupao","Grupo","Familia","Especie","NomeComum","AreasProtegidas","PAN","OrdenamentoPesqueiro","ProtecaoNacional","ExclusivaBrasil"
"Flora","Angiospermas","Cactaceae","Arrojadoa bahiensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Arrojadoa eriocaulis","-","Sim","Sim","Não","3","Informação não disponível"
"Flora","Angiospermas","Cactaceae","Arthrocereus glaziovii","-","Sim","Não","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Arthrocereus melanurus subsp. magnus","-","Não","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Arthrocereus melanurus subsp. melanurus","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Cactaceae","Arthrocereus melanurus subsp. odorus","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Arthrocereus rondonianus","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Poaceae","Arthropogon xerachne","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Poaceae","Arundinella deppeana","-","Não","Não","Não","1","Não"
"Flora","Angiospermas","Asteraceae","Aspilia almasensis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia belo-horizontinae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia caudata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia cordifolia","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia cylindrocephala","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Aspilia diamantinae","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia diffusiflora","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia diniz-cruzeanae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia eglerii","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia espinhacensis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia grazielae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia jugata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia ovalifolia","-","Não","Sim","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Aspilia pereirae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia prostrata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia reticulata","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Aspilia silphioides","-","Sim","Não","Não","2","Não"
"Flora","Pteridófitas","Aspleniaceae","Asplenium beckeri","-","Sim","Não","Não","2","Sim"
"Flora","Pteridófitas","Aspleniaceae","Asplenium bradeanum","-","Sim","Não","Não","2","Sim"
"Flora","Pteridófitas","Aspleniaceae","Asplenium castaneum","-","Sim","Não","Não","2","Não"
"Flora","Pteridófitas","Aspleniaceae","Asplenium schwackei","-","Sim","Não","Não","2","Sim"
"Flora","Pteridófitas","Aspleniaceae","Asplenium trindadense","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cyclanthaceae","Asplundia polymera subsp. reitzii","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Furnariidae","Asthenes hudsoni","João-platino","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Euphorbiaceae","Astraea cincta","-","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Aquáticos","Astropectinidae","Astropecten articulatus","Estrela-do-mar","Sim","Não","Não","2","Não"
"Fauna","Invertebrados Aquáticos","Astropectinidae","Astropecten brasiliensis","Estrela-do-mar","Sim","Não","Não","2","Não"
"Fauna","Invertebrados Aquáticos","Astropectinidae","Astropecten marginatus","Estrela-do-mar","Sim","Não","Não","2","Não"
"Fauna","Peixes Continentais","Characidae","Astyanax eremus","Lambari, Piaba","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Characidae","Astyanax gymnogenys","Lambari ","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Characidae","Astyanax jordanensis","Lambari ","Não","Sim","Não","1","Sim"
"Fauna","Mamíferos","Atelidae","Ateles belzebuth","Macaco-aranha","Sim","Sim","Não","4","Não"
"Fauna","Mamíferos","Atelidae","Ateles chamek","Macaco-aranha-de-cara-preta","Sim","Sim","Não","4","Não"
"Fauna","Mamíferos","Atelidae","Ateles marginatus","Coatá-da-testa-branca","Sim","Sim","Não","4","Sim"
"Fauna","Mamíferos","Canidae","Atelocynus microtis","Cachorro-do-mato-de-orelhas-curtas","Sim","Sim","Não","3","Não"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Ateuchus squalidus","Desconhecido","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus lazzarotoi","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus maricensis","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus nudiventris","Peixe-anual","Sim","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus simplicis","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Marinhos","Arhynchobatidae","Atlantoraja castelnaui","Raia-chita","Sim","Sim","Sim","3","Não"
"Fauna","Répteis","Dipsadidae","Atractus caete","Cobra-da-terra-da-floresta","Sim","Sim","Não","3","Sim"
"Fauna","Répteis","Dipsadidae","Atractus hoogmoedi","Desconhecido","Não","Sim","Não","1","Sim"
"Fauna","Répteis","Dipsadidae","Atractus ronnie","Cobra-da-terra-dos-brejos","Sim","Sim","Não","3","Sim"
"Fauna","Répteis","Dipsadidae","Atractus serranus","Desconhecido","Sim","Sim","Não","3","Sim"
"Fauna","Répteis","Dipsadidae","Atractus thalesdelemai","Cobra-da-terra-do-sul","Não","Não","Não","0","Não"
"Flora","Briófitas","Dicranaceae","Atractylocarpus brasiliensis","-","Sim","Não","Não","2","Sim"
"Flora","Briófitas","Dicranaceae","Atractylocarpus longisetus","-","Sim","Não","Não","2","Não"
"Fauna","Invertebrados Terrestres","Formicidae","Atta robusta","Saúva-preta","Sim","Não","Não","3","Sim"
"Flora","Angiospermas","Arecaceae","Attalea barreirensis","Catole","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Arecaceae","Attalea brasiliensis","Indaiá","Sim","Sim","Não","2","Sim"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Trochilidae","Augastes lumachella","Beija-flor-de-gravata-vermelha","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Austroeupatorium rosmarinaceum","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias adloffi","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias alexandri","Peixe-anual","Não","Sim","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias arachan","Peixe-anual","Não","Não","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias carvalhoi","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias charrua","Peixe-anual","Não","Sim","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias cheradophilus","Peixe-anual","Não","Não","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias cyaneus","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias ibicuiensis","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias jaegari","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias juanlangi","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias litzi","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias luteoflammulatus","Peixe-anual","Não","Sim","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias melanoorus","Peixe-anual","Não","Não","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias minuano","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias nachtigalli","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias nigrofasciatus","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias paucisquama","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias periodicus","Peixe-anual","Não","Sim","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias prognathus","Peixe-anual","Não","Não","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias univentripinnis","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias varzeae","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias vazferreirai","Peixe-anual","Não","Não","Não","1","Não"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias wolterstorffi","Peixe-anual","Não","Sim","Não","1","Não"
"Fauna","Aves","Furnariidae","Automolus lammi","Barranqueiro-do-nordeste ","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Theraphosidae","Avicularia diversipes","Aranha-caranguejeira","Sim","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Theraphosidae","Avicularia gamba","Aranha-caranguejeira","Não","Não","Não","0","Sim"
"Flora","Angiospermas","Poaceae","Axonopus carajasensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Poaceae","Axonopus hydrolithicus","-","Não","Sim","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Axonopus monticola","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Poaceae","Axonopus ramboi","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Poaceae","Axonopus uninodis","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Baccharis aracatubensis","alecrim","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Baccharis concinna","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Baccharis elliptica","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Baccharis hypericifolia","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Baccharis lychnophora","-","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Baccharis penningtonii","carqueja","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Baccharis polyphylla","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Baccharis pseudoalpestris","-","Sim","Sim","Não","2","Sim"
"Fauna","Répteis","Gymnophthalmidae","Bachia didactyla","Desconhecido","Sim","Sim","Não","2","Sim"
"Fauna","Répteis","Gymnophthalmidae","Bachia psamophila","Desconhecido","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Plantaginaceae","Bacopa cochlearia","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Arecaceae","Bactris timbuiensis","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Baetidae","Baetodes capixaba","Siriruia","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Baetidae","Baetodes iuaquita","Siriruia","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Pimelodidae","Bagropsis reinhardti","Bagre ","Não","Sim","Não","1","Sim"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","Sim","Sim","Sim","4","Não"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera musculus","Baleia-azul","Sim","Sim","Sim","4","Não"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera physalus","Baleia-fin","Sim","Sim","Sim","4","Não"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis andersonii","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis basifixa","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis cipoensis","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis hatschbachii","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis hirsuta","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis magdalenensis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis pseudojanusia","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis sellowiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Baptistonia kautskyi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Baptistonia truncata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Velloziaceae","Barbacenia delicatula","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Velloziaceae","Barbacenia exscapa","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Velloziaceae","Barbacenia glutinosa","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Velloziaceae","Barbacenia gounelleana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Velloziaceae","Barbacenia longiscapa","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Velloziaceae","Barbacenia paranaensis","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Velloziaceae","Barbacenia pungens","-","Não","Sim","Não","2","Sim"
"Flora","Angiospermas","Velloziaceae","Barbacenia riparia","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Velloziaceae","Barbacenia rodriguesii","-","Não","Sim","Não","2","Sim"
"Flora","Angiospermas","Velloziaceae","Barbacenia spectabilis","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Velloziaceae","Barbacenia spiralis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Barbosella trilobata","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus longipinnis","Desconhecido","Sim","Sim","Sim","2","Sim"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus niveatus","Acari","Sim","Sim","Sim","2","Sim"
"Flora","Angiospermas","Fabaceae","Bauhinia integerrima","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia albidula","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia altamiroi","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia apparicioi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia bahiensis","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia besleriifolia","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia coccinea","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia crispula","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia curtii","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia dentatiloba","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia espiritosantensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia handroi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia ibitiocensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia inconspicua","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia itaguassuensis","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia itatinensis","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia jureiensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia kuhlmannii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia larorum","-","Sim","Não","Não","3","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia organensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia paranaensis","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia paulensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia perdusenii","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Begoniaceae","Begonia piresiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia pluvialis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia polygonifolia","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia ruschii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia salesopolensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia santoslimae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia scharffii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia smilacina","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia stenolepis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia sylvatica","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Begoniaceae","Begonia toledoana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia undulata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia venosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Begoniaceae","Begonia vicina","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Beilschmiedia rigida","canela-batata; canela-tapinha","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Berberidaceae","Berberis campos-portoi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Berberidaceae","Berberis kleinii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Euphorbiaceae","Bernardia confertifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Euphorbiaceae","Bernardia crassifolia","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Lecythidaceae","Bertholletia excelsa","castanha do Brasil; castanha-do-pará; castanheira","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Melastomataceae","Bertolonia angustifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Bertolonia formosa","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Melastomataceae","Bertolonia foveolata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Bertolonia hoehneana","-","Sim","Não","Não","2","Sim"
