"Grupao","Grupo","Familia","Especie","NomeComum","CategoriaAmeaca"
"Flora","Angiospermas","Bromeliaceae","Nidularium kautskyanum","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Nidularium mangaratibense","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Nidularium minutum","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Nidularium organense","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Nidularium rosulatum","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Nidularium serratum","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Nidularium utriculosum","-","Vulnerável (VU)"
"Flora","Angiospermas","Solanaceae","Nierembergia pinifolia","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Riodinidae","Nirodia belphegor","Fadinha","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orobanchaceae","Nothochilus coccineus","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Notholebias cruzi","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Notholebias fractifasciatus","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Notholebias minimus","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Notholebias vermiculatus","Desconhecido","Em Perigo (EN)"
"Fauna","Aves","Tinamidae","Nothura minor","Codorna-mineira","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Noticastrum hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Noticastrum malmei","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Noticastrum psammophilum","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Hexanchidae","Notorynchus cepedianus","Cação-bruxa","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Notylia microchila","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Sphingidae","Nyceryx mielkei","Mariposa","Criticamente em Perigo (CR)"
"Fauna","Aves","Nyctibiidae","Nyctibius aethereus aethereus","Mãe-da-lua-parda","Em Perigo (EN)"
"Fauna","Aves","Nyctibiidae","Nyctibius leucopterus","Urutau-de-asa-branca","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rutaceae","Nycticalanthus speciosus","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Poaceae","Ocellochloa brachystachya","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Ochyroceratidae","Ochyrocera ibitipoca","Desconhecido","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea basicordatifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea beulahiae","canela-sassafras","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea beyrichii","-","Vulnerável (VU)"
"Flora","Angiospermas","Lauraceae","Ocotea bragai","-","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea catharinensis","-","Vulnerável (VU)"
"Flora","Angiospermas","Lauraceae","Ocotea confertiflora","-","Vulnerável (VU)"
"Flora","Angiospermas","Lauraceae","Ocotea cryptocarpa","-","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea felix","-","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea mosenii","canela preta","Vulnerável (VU)"
"Flora","Angiospermas","Lauraceae","Ocotea odorifera","canela sassafrás","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea porosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea serrana","canelinha","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Ocotea tabacifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Octomeria alexandri","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Octomeria chamaeleptotes","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Octomeria geraensis","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Octomeria hatschbachii","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Octomeria hoehnei","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Octomeria lichenicola","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Octomeria truncicola","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Octomeria wawrae","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Octomeria wilsoniana","-","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Atherinopsidae","Odontesthes bicudo","Peixe-rei","Em Perigo (EN)"
"Flora","Angiospermas","Acanthaceae","Odontonema dissitiflorum","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Odontopeltis giganteus","Piolho-de-cobra","Vulnerável (VU)"
"Fauna","Aves","Odontophoridae","Odontophorus capueira plumbeicollis","Uru","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Hesperiidae","Olafia roscius iphimedia","Borboleta","Vulnerável (VU)"
"Fauna","Mamíferos","Cricetidae","Oligoryzomys rupestris","Rato-da-árvore","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Theraphosidae","Oligoxystre diamantinensis","Aranha-caranguejeira","Em Perigo (EN)"
"Fauna","Invertebrados Aquáticos","Olividae","Olivancillaria contortuplicata","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Aquáticos","Olividae","Olivancillaria teaguei","Desconhecido","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Poaceae","Olyra latispicula","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Lamiaceae","Oocephalus piranii","-","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Ophidiidae","Ophidion holbrookii","Falso-congro-rosa","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias bokermanni","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias constanciae","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias ilheusensis","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias perpendicularis","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias rosaceus","Peixe-anual","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias suzarti","Peixe-anual","Vulnerável (VU)"
"Fauna","Invertebrados Aquáticos","Oreasteridae","Oreaster reticulatus","Estrela-do-mar","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Orobrassolis ornamentalis","Borboleta","Criticamente em Perigo (CR)"
"Fauna","Aves","Cracidae","Ortalis guttata remota","Aracuã","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Orthophytum amoenum","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Orthophytum duartei","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Orthophytum foliosum","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Orthophytum fosterianum","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Orthophytum grossiorum","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Orthophytum humile","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Orthophytum magalhaesii","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Orthophytum zanonii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Ossaea warmingiana","-","Vulnerável (VU)"
"Fauna","Peixes Continentais","Characidae","Ossubtus xinguense","Pacu-capivara","Vulnerável (VU)"
"Fauna","Peixes Continentais","Loricariidae","Otothyris juquiae","Cascudinho-anão","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Ochnaceae","Ouratea hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Oxalidaceae","Oxalis arachnoidea","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Oxalidaceae","Oxalis bela-vitoriae","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Oxalidaceae","Oxalis blackii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Oxalidaceae","Oxalis clausenii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Oxalidaceae","Oxalis diamantinae","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Oxalidaceae","Oxalis doceana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Oxalidaceae","Oxalis hyalotricha","brusquilla; tacuarembó","Em Perigo (EN)"
"Flora","Angiospermas","Oxalidaceae","Oxalis impatiens","-","Em Perigo (EN)"
"Flora","Angiospermas","Oxalidaceae","Oxalis kuhlmannii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Oxalidaceae","Oxalis mandioccana","-","Vulnerável (VU)"
"Flora","Angiospermas","Oxalidaceae","Oxalis paranaensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Oxalidaceae","Oxalis praetexta","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Oxypetalum dusenii","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Oxypetalum ekblomii","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Oxypetalum glaziovii","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Oxypetalum leonii","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Oxypetalum mexiae","-","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Cervidae","Ozotoceros bezoarticus bezoarticus","Veado-campeiro","Vulnerável (VU)"
"Fauna","Mamíferos","Cervidae","Ozotoceros bezoarticus leucogaster","Veado-campeiro","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Pabstia jugosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Pabstia schunkiana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Pabstiella bacillaris","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Pabstiella carinifera","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Pabstiella castellensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Pabstiella conspersa","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Pabstiella garayi","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Pabstiella lingua","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Pabstiella ruschii","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Gonyleptidae","Pachylospeleus strinatii","Opilião","Em Perigo (EN)"
"Flora","Angiospermas","Eriocaulaceae","Paepalanthus ater","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Eriocaulaceae","Paepalanthus hydra","Capipoatinga","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Pagamea harleyi","-","Vulnerável (VU)"
"Flora","Pteridófitas","Lycopodiaceae","Palhinhaea bradei","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Paliavana werdermannii","-","Vulnerável (VU)"
"Flora","Angiospermas","Rubiaceae","Palicourea fulgens","-","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Pampasatyrus glaucope boenninghauseni","Borboleta","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Pampasatyrus glaucope glaucope","Borboleta","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Pampasatyrus gyrtone","Borboleta","Em Perigo (EN)"
"Fauna","Peixes Continentais","Poeciliidae","Pamphorichthys pertapeh","Barrigudinho","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Riodinidae","Panara ovifera","Borboleta","Vulnerável (VU)"
"Flora","Angiospermas","Proteaceae","Panopsis multiflora","canela amarela","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Panphalea araucariophila","margarida dos pinhais","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Panphalea cardaminifolia","margaridinha","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Panphalea maxima","Margarida grande do campo","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Panphalea ramboi","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Panphalea smithii","-","Em Perigo (EN)"
"Fauna","Mamíferos","Felidae","Panthera onca","Onça-pintada","Vulnerável (VU)"
"Flora","Briófitas","Lepidoziaceae","Paracromastigum dusenii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Paralychnophora atkinsiae","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Paralychnophora bicolor","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Paralychnophora harleyi","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Paralychnophora patriciana","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Loricariidae","Parancistrus nudiventris","Desconhecido","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Pyralidae","Parapoynx restingalis","Mariposa","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Sminthuridae","Pararrhopalites papaveroi","Colêmbolo","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Sminthuridae","Pararrhopalites wallacei","Colêmbolo","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bignoniaceae","Paratecoma peroba","peroba tremida; peroba manchada; peroba amarella; peroba; ipe peroba","Em Perigo (EN)"
"Fauna","Anfíbios","Leptodactylidae","Paratelmatobius lutzii","Rãzinha-de-barriga-colorida","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Potamotrygonidae","Paratrygon aiereba","Arraia-aramaçá","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Loricariidae","Pareiorhaphis mutuca","Cascudo","Em Perigo (EN)"
"Fauna","Peixes Continentais","Loricariidae","Pareiorhaphis nasuta","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Loricariidae","Pareiorhaphis scutula","Desconhecido","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Hesperiidae","Parelbella polyzona","Diabinha","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Parianella carvalhoi","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Papilionidae","Parides ascanius","Borboleta-da-praia","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Papilionidae","Parides bunichus chamissonia","Borboleta","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Papilionidae","Parides burchellanus","Borboleta","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Papilionidae","Parides klagesi","Borboleta","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Papilionidae","Parides panthonus castilhoi","Rabo-de-andorinha","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Papilionidae","Parides tros danunciae","Borboleta","Em Perigo (EN)"
"Flora","Angiospermas","Chrysobalanaceae","Parinari brasiliensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Parodia concinna","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Parodia crassigibba","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Parodia erinacea","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Parodia mammulosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Parodia oxycostata","-","Vulnerável (VU)"
"Flora","Angiospermas","Cactaceae","Parodia rechensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Cactaceae","Parodia scopa","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Loricariidae","Parotocinclus spilurus","Cascudinho","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Apidae","Partamona littoralis","Abelha","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Paspalum biaristatum","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Paspalum longiaristatum","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Paspalum niquelandiae","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Paspalum rawitscheri","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Paspalum repandum","-","Em Perigo (EN)"
"Flora","Angiospermas","Passifloraceae","Passiflora hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Passifloraceae","Passiflora imbeana","-","Em Perigo (EN)"
"Flora","Angiospermas","Passifloraceae","Passiflora ischnoclada","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Passifloraceae","Passiflora margaritae","-","Em Perigo (EN)"
"Flora","Angiospermas","Passifloraceae","Passiflora setulosa","maracujá","Em Perigo (EN)"
"Flora","Angiospermas","Passifloraceae","Passiflora urubiciensis","-","Em Perigo (EN)"
"Fauna","Aves","Cracidae","Pauxi mitu","Mutum-do-nordeste","Extinto na Natureza (EW)"
"Flora","Angiospermas","Malvaceae","Pavonia almasana","-","Em Perigo (EN)"
"Flora","Angiospermas","Malvaceae","Pavonia grazielae","-","Vulnerável (VU)"
"Flora","Angiospermas","Malvaceae","Pavonia hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Malvaceae","Pavonia spiciformis","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Loricariidae","Peckoltia compta","Desconhecido","Em Perigo (EN)"
"Fauna","Peixes Continentais","Loricariidae","Peckoltia snethlageae","Desconhecido","Em Perigo (EN)"
"Flora","Pteridófitas","Polypodiaceae","Pecluma hoehnii","-","Criticamente em Perigo (CR)"
"Flora","Pteridófitas","Polypodiaceae","Pecluma imbeana","-","Criticamente em Perigo (CR)"
"Flora","Pteridófitas","Polypodiaceae","Pecluma insularis","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Pedaridium hirsutum","Besouro rola-bosta","Vulnerável (VU)"
"Flora","Angiospermas","Malpighiaceae","Peixotoa adenopoda","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Peixotoa andersonii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malpighiaceae","Peixotoa bahiana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malpighiaceae","Peixotoa barnebyi","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Peixotoa catarinensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Peixotoa cipoana","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Peixotoa psilophylla","-","Vulnerável (VU)"
"Flora","Pteridófitas","Pteridaceae","Pellaea cymbiformis","-","Em Perigo (EN)"
"Flora","Pteridófitas","Pteridaceae","Pellaea gleichenioides","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Peltogyne maranhensis","-","Vulnerável (VU)"
"Fauna","Aves","Cracidae","Penelope jacucaca","Jacucaca","Vulnerável (VU)"
"Fauna","Aves","Cracidae","Penelope ochrogaster","Jacu-de-barriga-castanha","Vulnerável (VU)"
"Fauna","Aves","Cracidae","Penelope pileata","Jacupiranga","Vulnerável (VU)"
"Fauna","Aves","Cracidae","Penelope superciliaris alagoensis","Jacupemba","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Piperaceae","Peperomia cordigera","-","Vulnerável (VU)"
"Flora","Angiospermas","Piperaceae","Peperomia gracilis","-","Em Perigo (EN)"
"Flora","Angiospermas","Piperaceae","Peperomia guarujana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Piperaceae","Peperomia hemmendorffii","-","Em Perigo (EN)"
"Flora","Angiospermas","Piperaceae","Peperomia itatiaiana","-","Em Perigo (EN)"
"Flora","Angiospermas","Piperaceae","Peperomia loefgrenii","-","Em Perigo (EN)"
"Flora","Angiospermas","Piperaceae","Peperomia rostulatiformis","-","Em Perigo (EN)"
"Flora","Angiospermas","Piperaceae","Peperomia rufispica","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Piperaceae","Peperomia suboppositifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Pereskia aureiflora","Facho, Ora-pro-nobis-da-mata","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Perezia eryngioides","Assa-peixe-caraguatá","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Perezia multiflora","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Cryptodesmidae","Peridontodesmella alba","Piolho-de-cobra","Em Perigo (EN)"
"Flora","Angiospermas","Celastraceae","Peritassa longifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Celastraceae","Peritassa sadleri","-","Criticamente em Perigo (CR)"
