"Grupao","Grupo","Familia","Especie","NomeComum","EstadosOcorrencia"
"Flora","Angiospermas","Orchidaceae","Brasilaelia crispa","-","RJ"
"Flora","Angiospermas","Orchidaceae","Brasilaelia grandis","-","Informação não disponível"
"Flora","Angiospermas","Orchidaceae","Brasilaelia lobata","-","RJ"
"Flora","Angiospermas","Orchidaceae","Brasilaelia perrinii","-","ES"
"Flora","Angiospermas","Orchidaceae","Brasilaelia perrinii","-","SP"
"Flora","Angiospermas","Orchidaceae","Brasilaelia perrinii","-","RJ"
"Flora","Angiospermas","Orchidaceae","Brasilaelia purpurata","-","PR"
"Flora","Angiospermas","Orchidaceae","Brasilaelia purpurata","-","RJ"
"Flora","Angiospermas","Orchidaceae","Brasilaelia purpurata","-","RS"
"Flora","Angiospermas","Orchidaceae","Brasilaelia purpurata","-","SC"
"Flora","Angiospermas","Orchidaceae","Brasilaelia purpurata","-","SP"
"Flora","Angiospermas","Orchidaceae","Brasilaelia tenebrosa","-","BA"
"Flora","Angiospermas","Orchidaceae","Brasilaelia tenebrosa","-","ES"
"Flora","Angiospermas","Orchidaceae","Brasilaelia xanthina","-","ES"
"Flora","Angiospermas","Cactaceae","Brasilicereus markgrafii","-","MG"
"Flora","Angiospermas","Orchidaceae","Brasilidium marshallianum","-","MG"
"Flora","Angiospermas","Orchidaceae","Brasilidium marshallianum","-","RJ"
"Flora","Angiospermas","Orchidaceae","Brasilidium pectorale","-","SP"
"Flora","Angiospermas","Orchidaceae","Brasiliorchis schunkeana","-","ES"
"Fauna","Répteis","Mabuyidae","Brasiliscincus caissara","Calango-liso-da-restinga","SP"
"Fauna","Invertebrados Terrestres","Prodidomidae","Brasilomma enigmatica","Desconhecido","MG"
"Flora","Angiospermas","Orchidaceae","Brassia arachnoidea","-","AC"
"Flora","Angiospermas","Orchidaceae","Brassia arachnoidea","-","BA"
"Flora","Angiospermas","Orchidaceae","Brassia arachnoidea","-","ES"
"Flora","Angiospermas","Hedwigiaceae","Braunia plicata","-","RS"
"Flora","Angiospermas","Bromeliaceae","Bromelia braunii","-","TO"
"Flora","Angiospermas","Bromeliaceae","Bromelia macedoi","-","DF"
"Flora","Angiospermas","Bromeliaceae","Bromelia macedoi","-","GO"
"Flora","Briófitas","Lejeuneaceae","Bromeliophila natans","-","RJ"
"Flora","Briófitas","Lejeuneaceae","Bromeliophila natans","-","SP"
"Flora","Angiospermas","Poaceae","Bromidium ramboi","-","PR"
"Flora","Angiospermas","Poaceae","Bromidium ramboi","-","SC"
"Flora","Angiospermas","Poaceae","Bromidium ramboi","-","RS"
"Fauna","Peixes Continentais","Characidae","Brycon devillei","Piabinha","BA"
"Fauna","Peixes Continentais","Characidae","Brycon devillei","Piabinha","MG"
"Fauna","Peixes Continentais","Characidae","Brycon gouldingi","Matrinxã, Piabanha ","GO"
"Fauna","Peixes Continentais","Characidae","Brycon gouldingi","Matrinxã, Piabanha ","MT"
"Fauna","Peixes Continentais","Characidae","Brycon gouldingi","Matrinxã, Piabanha ","PA"
"Fauna","Peixes Continentais","Characidae","Brycon gouldingi","Matrinxã, Piabanha ","TO"
"Fauna","Peixes Continentais","Characidae","Brycon insignis","Piabanha","ES"
"Fauna","Peixes Continentais","Characidae","Brycon insignis","Piabanha","RJ"
"Fauna","Peixes Continentais","Characidae","Brycon insignis","Piabanha","SP"
"Fauna","Peixes Continentais","Characidae","Brycon nattereri","Pirapitinga","GO"
"Fauna","Peixes Continentais","Characidae","Brycon nattereri","Pirapitinga","MG"
"Fauna","Peixes Continentais","Characidae","Brycon nattereri","Pirapitinga","MS"
"Fauna","Peixes Continentais","Characidae","Brycon nattereri","Pirapitinga","PR"
"Fauna","Peixes Continentais","Characidae","Brycon nattereri","Pirapitinga","SP"
"Fauna","Peixes Continentais","Characidae","Brycon opalinus","Pirapitinga","SP"
"Fauna","Peixes Continentais","Characidae","Brycon orbignyanus","Piracanjuba","GO"
"Fauna","Peixes Continentais","Characidae","Brycon orbignyanus","Piracanjuba","MG"
"Fauna","Peixes Continentais","Characidae","Brycon orbignyanus","Piracanjuba","MS"
"Fauna","Peixes Continentais","Characidae","Brycon orbignyanus","Piracanjuba","PR"
"Fauna","Peixes Continentais","Characidae","Brycon orbignyanus","Piracanjuba","RS"
"Fauna","Peixes Continentais","Characidae","Brycon orbignyanus","Piracanjuba","SC"
"Fauna","Peixes Continentais","Characidae","Brycon orbignyanus","Piracanjuba","SP"
"Fauna","Peixes Continentais","Characidae","Brycon vermelha","Vermelha","ES"
"Fauna","Peixes Continentais","Characidae","Brycon vermelha","Vermelha","MG"
"Fauna","Peixes Continentais","Characidae","Bryconamericus lambari","Lambari","RS"
"Flora","Angiospermas","Combretaceae","Buchenavia parvifolia subsp. Rabelloana","-","ES"
"Flora","Angiospermas","Combretaceae","Buchenavia parvifolia subsp. Rabelloana","-","SP"
"Flora","Angiospermas","Scrophulariaceae","Buddleja speciosissima","-","MG"
"Flora","Angiospermas","Scrophulariaceae","Buddleja speciosissima","-","RJ"
"Flora","Angiospermas","Scrophulariaceae","Buddleja speciosissima","-","SP"
"Flora","Angiospermas","Orchidaceae","Bulbophyllum arianeae","-","ES"
"Flora","Angiospermas","Orchidaceae","Bulbophyllum boudetianum","-","ES"
"Flora","Angiospermas","Orchidaceae","Bulbophyllum kautskyi","-","BA"
"Flora","Angiospermas","Orchidaceae","Bulbophyllum kautskyi","-","ES"
"Flora","Angiospermas","Cyperaceae","Bulbostylis distichoides","-","BA"
"Flora","Angiospermas","Cyperaceae","Bulbostylis distichoides","-","MG"
"Flora","Angiospermas","Cyperaceae","Bulbostylis distichoides","-","RJ"
"Flora","Angiospermas","Cyperaceae","Bulbostylis nesiotis","-","ES"
"Flora","Angiospermas","Cyperaceae","Bulbostylis smithii","-","MG"
"Flora","Angiospermas","Malpighiaceae","Bunchosia itacarensis","-","BA"
"Flora","Angiospermas","Malpighiaceae","Bunchosia macilenta","-","BA"
"Flora","Angiospermas","Malpighiaceae","Bunchosia macilenta","-","MG"
"Flora","Angiospermas","Malpighiaceae","Bunchosia pernambucana","-","AL"
"Flora","Angiospermas","Malpighiaceae","Bunchosia pernambucana","-","BA"
"Flora","Angiospermas","Malpighiaceae","Bunchosia pernambucana","-","PE"
"Flora","Angiospermas","Burseraceae","Bursera simaruba","-","AM"
"Flora","Angiospermas","Burseraceae","Bursera simaruba","-","RR"
"Flora","Angiospermas","Arecaceae","Butia capitata","Coco-azedinho; Coco-cabeçudo","BA"
"Flora","Angiospermas","Arecaceae","Butia capitata","Coco-azedinho; Coco-cabeçudo","GO"
"Flora","Angiospermas","Arecaceae","Butia capitata","Coco-azedinho; Coco-cabeçudo","MG"
"Flora","Angiospermas","Arecaceae","Butia eriospatha","Butiá-da-serra","PR"
"Flora","Angiospermas","Arecaceae","Butia eriospatha","Butiá-da-serra","SC"
"Flora","Angiospermas","Arecaceae","Butia eriospatha","Butiá-da-serra","SP"
"Flora","Angiospermas","Arecaceae","Butia eriospatha","Butiá-da-serra","RS"
"Flora","Angiospermas","Arecaceae","Butia leptospatha","-","MS"
"Flora","Angiospermas","Arecaceae","Butia microspadix","-","PR"
"Flora","Angiospermas","Arecaceae","Butia microspadix","-","RS"
"Flora","Angiospermas","Arecaceae","Butia microspadix","-","SC"
"Flora","Angiospermas","Arecaceae","Butia microspadix","-","SP"
"Flora","Angiospermas","Arecaceae","Butia purpurascens","palmeira-jataí","GO"
"Flora","Angiospermas","Arecaceae","Butia purpurascens","palmeira-jataí","MG"
"Flora","Angiospermas","Arecaceae","Butia yatay","butiá-jataí","RS"
"Flora","Angiospermas","Malpighiaceae","Byrsonima alvimii","-","BA"
"Flora","Angiospermas","Malpighiaceae","Byrsonima alvimii","-","ES"
"Flora","Angiospermas","Malpighiaceae","Byrsonima brachybotrya","-","SP"
"Flora","Angiospermas","Malpighiaceae","Byrsonima brachybotrya","-","PR"
"Flora","Angiospermas","Malpighiaceae","Byrsonima cipoensis","-","MG"
"Flora","Angiospermas","Malpighiaceae","Byrsonima fonsecae","-","MG"
"Flora","Angiospermas","Malpighiaceae","Byrsonima lanulosa","-","MT"
"Flora","Angiospermas","Malpighiaceae","Byrsonima lanulosa","-","RO"
"Flora","Angiospermas","Malpighiaceae","Byrsonima microphylla","-","BA"
"Flora","Angiospermas","Malpighiaceae","Byrsonima microphylla","-","PI"
"Flora","Angiospermas","Malpighiaceae","Byrsonima microphylla","-","SE"
"Flora","Angiospermas","Malpighiaceae","Byrsonima onishiana","-","MG"
"Flora","Angiospermas","Asteraceae","Caatinganthus rubropappus","-","BA"
"Flora","Angiospermas","Asteraceae","Caatinganthus rubropappus","-","PB"
"Flora","Angiospermas","Asteraceae","Caatinganthus rubropappus","-","PE"
"Flora","Angiospermas","Asteraceae","Caatinganthus rubropappus","-","RN"
"Fauna","Mamíferos","Pitheciidae","Cacajao hosomi","Uacari","AM"
"Flora","Angiospermas","Fabaceae","Caesalpinia echinata","pau-brasil; Ibirapitanga; Pau-pernambuco","RN"
"Flora","Angiospermas","Fabaceae","Caesalpinia echinata","pau-brasil; Ibirapitanga; Pau-pernambuco","PB"
"Flora","Angiospermas","Fabaceae","Caesalpinia echinata","pau-brasil; Ibirapitanga; Pau-pernambuco","PE"
"Flora","Angiospermas","Fabaceae","Caesalpinia echinata","pau-brasil; Ibirapitanga; Pau-pernambuco","AL"
"Flora","Angiospermas","Fabaceae","Caesalpinia echinata","pau-brasil; Ibirapitanga; Pau-pernambuco","BA"
"Flora","Angiospermas","Fabaceae","Caesalpinia echinata","pau-brasil; Ibirapitanga; Pau-pernambuco","ES"
"Flora","Angiospermas","Fabaceae","Caesalpinia echinata","pau-brasil; Ibirapitanga; Pau-pernambuco","RJ"
"Fauna","Répteis","Dipsadidae","Calamodontophis paucidens","Cobra-espada-dos-pampas","RS"
"Fauna","Répteis","Dipsadidae","Calamodontophis ronaldoi","Cobra-espada-do-paraná","PR"
"Fauna","Répteis","Dipsadidae","Calamodontophis ronaldoi","Cobra-espada-do-paraná","SC"
"Flora","Angiospermas","Asteraceae","Calea abbreviata","-","GO"
"Flora","Angiospermas","Asteraceae","Calea abbreviata","-","MG"
"Flora","Angiospermas","Asteraceae","Calea acaulis","-","SP"
"Flora","Angiospermas","Asteraceae","Calea acaulis","-","PR"
"Flora","Angiospermas","Asteraceae","Calea brittoniana","-","MG"
"Flora","Angiospermas","Asteraceae","Calea gentianoides","-","MG"
"Flora","Angiospermas","Asteraceae","Calea gentianoides","-","SP"
"Flora","Angiospermas","Asteraceae","Calea gentianoides","-","PR"
"Flora","Angiospermas","Asteraceae","Calea heteropappa","-","MG"
"Flora","Angiospermas","Asteraceae","Calea kristiniae","-","RS"
"Flora","Angiospermas","Solanaceae","Calibrachoa eglandulata","-","SC"
"Flora","Angiospermas","Solanaceae","Calibrachoa elegans","-","MG"
"Flora","Angiospermas","Solanaceae","Calibrachoa humilis","-","RS"
"Flora","Angiospermas","Solanaceae","Calibrachoa spathulata","-","PR"
"Flora","Angiospermas","Solanaceae","Calibrachoa spathulata","-","SC"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","AP"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","CE"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","MA"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","PA"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","PI"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","PR"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","RJ"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","RS"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","SC"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","SE"
"Fauna","Aves","Scolopacidae","Calidris canutus","Maçarico-de-papo-vermelho","SP"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","AL"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","AM"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","AP"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","BA"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","CE"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","ES"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","MA"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","PA"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","PB"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","PE"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","PI"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","PR"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","RJ"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","RN"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","RR"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","SE"
"Fauna","Aves","Scolopacidae","Calidris pusilla","Maçarico-rasteirinho","SP"
"Fauna","Aves","Scolopacidae","Calidris subruficollis","Maçarico-acanelado","MT"
"Fauna","Aves","Scolopacidae","Calidris subruficollis","Maçarico-acanelado","MS"
"Fauna","Aves","Scolopacidae","Calidris subruficollis","Maçarico-acanelado","PR"
"Fauna","Aves","Scolopacidae","Calidris subruficollis","Maçarico-acanelado","RJ"
"Fauna","Aves","Scolopacidae","Calidris subruficollis","Maçarico-acanelado","RS"
"Fauna","Aves","Scolopacidae","Calidris subruficollis","Maçarico-acanelado","SC"
"Flora","Angiospermas","Fabaceae","Calliandra carrascana","-","MG"
"Fauna","Mamíferos","Pitheciidae","Callicebus barbarabrownae","Guigó-da-caatinga","BA"
"Fauna","Mamíferos","Pitheciidae","Callicebus barbarabrownae","Guigó-da-caatinga","SE"
"Fauna","Mamíferos","Pitheciidae","Callicebus coimbrai","Guigó","BA"
"Fauna","Mamíferos","Pitheciidae","Callicebus coimbrai","Guigó","SE"
"Fauna","Mamíferos","Pitheciidae","Callicebus melanochir","Guigó","BA"
"Fauna","Mamíferos","Pitheciidae","Callicebus melanochir","Guigó","ES"
"Fauna","Mamíferos","Pitheciidae","Callicebus melanochir","Guigó","MG"
"Fauna","Mamíferos","Pitheciidae","Callicebus personatus","Sauá-de-cara-preta","ES"
"Fauna","Mamíferos","Pitheciidae","Callicebus personatus","Sauá-de-cara-preta","MG"
"Fauna","Mamíferos","Pitheciidae","Callicebus personatus","Sauá-de-cara-preta","BA"
"Fauna","Invertebrados Terrestres","Nymphalidae","Callicore hydarnis","Borboleta","MG"
"Fauna","Invertebrados Terrestres","Nymphalidae","Callicore hydarnis","Borboleta","RJ"
"Fauna","Invertebrados Terrestres","Nymphalidae","Callicore hydarnis","Borboleta","SP"
"Flora","Angiospermas","Vochysiaceae","Callisthene inundata","-","RS"
"Fauna","Mamíferos","Echimyidae","Callistomys pictus","Rato-do-cacau","BA"
"Fauna","Mamíferos","Callitrichidae","Callithrix aurita","Sagui-da-serra-escuro","RJ"
"Fauna","Mamíferos","Callitrichidae","Callithrix flaviceps","Sagui-da-serra-claro","ES"
"Fauna","Mamíferos","Callitrichidae","Callithrix flaviceps","Sagui-da-serra-claro","MG"
"Fauna","Mamíferos","Didelphidae","Caluromysiops irrupta","Cuíca-de-colete","RO"
"Flora","Angiospermas","Myrtaceae","Calycolpus legrandii","-","AL"
"Flora","Angiospermas","Myrtaceae","Calycolpus legrandii","-","BA"
"Flora","Angiospermas","Myrtaceae","Calycolpus legrandii","-","SE"
"Flora","Angiospermas","Malvaceae","Calyculogygas uruguayensis","-","RS"
"Flora","Angiospermas","Malvaceae","Calyculogygas uruguayensis","-","SC"
"Fauna","Répteis","Gymnophthalmidae","Calyptommatus leiolepis","Desconhecido","BA"
"Fauna","Répteis","Gymnophthalmidae","Calyptommatus nicterus","Desconhecido","BA"
"Fauna","Répteis","Gymnophthalmidae","Calyptommatus sinebrachiatus","Desconhecido","BA"
"Flora","Angiospermas","Malvaceae","Calyptraemalva catharinensis","-","SC"
"Flora","Angiospermas","Myrtaceae","Calyptranthes fusiformis","-","RS"
"Flora","Angiospermas","Myrtaceae","Calyptranthes fusiformis","-","SP"
"Flora","Angiospermas","Myrtaceae","Calyptranthes hatschbachii","-","PR"
"Flora","Angiospermas","Myrtaceae","Calyptranthes pileata","-","PR"
"Flora","Angiospermas","Myrtaceae","Calyptranthes pileata","-","RS"
"Flora","Angiospermas","Myrtaceae","Calyptranthes pileata","-","SC"
"Flora","Angiospermas","Myrtaceae","Calyptranthes restingae","-","BA"
"Flora","Angiospermas","Myrtaceae","Calyptranthes restingae","-","SE"
"Fauna","Aves","Platyrinchidae","Calyptura cristata","Tietê-de-coroa","RJ"
"Flora","Angiospermas","Malpighiaceae","Camarea elongata","-","BA"
"Flora","Angiospermas","Malpighiaceae","Camarea humifusa","-","GO"
"Flora","Angiospermas","Malpighiaceae","Camarea linearifolia","-","GO"
"Flora","Angiospermas","Malpighiaceae","Camarea linearifolia","-","MG"
"Flora","Angiospermas","Poaceae","Cambajuva ulei","-","RS"
"Flora","Angiospermas","Poaceae","Cambajuva ulei","-","SC"
"Flora","Angiospermas","Melastomataceae","Cambessedesia atropurpurea","-","BA"
"Flora","Angiospermas","Melastomataceae","Cambessedesia atropurpurea","-","GO"
"Flora","Angiospermas","Melastomataceae","Cambessedesia gracilis","-","BA"
"Flora","Angiospermas","Melastomataceae","Cambessedesia hermogenesii","-","BA"
"Flora","Angiospermas","Melastomataceae","Cambessedesia weddellii","-","MG"
"Flora","Angiospermas","Melastomataceae","Cambessedesia weddellii","-","SP"
"Flora","Angiospermas","Melastomataceae","Cambessedesia wurdackii","-","BA"
"Fauna","Invertebrados Terrestres","Baetidae","Camelobaetidius maranhensis","Siriruia","MA"
"Fauna","Invertebrados Terrestres","Baetidae","Camelobaetidius spinosus","Siriruia","MG"
"Fauna","Invertebrados Terrestres","Baetidae","Camelobaetidius yacutinga","Siriruia","RS"
"Fauna","Peixes Continentais","Rivulidae","Campellolebias brucei","Peixe-anual","SC"
"Fauna","Peixes Continentais","Rivulidae","Campellolebias chrysolineatus","Peixe-anual","SC"
"Fauna","Peixes Continentais","Rivulidae","Campellolebias dorsimaculatus","Peixe-anual","SP"
"Fauna","Peixes Continentais","Rivulidae","Campellolebias intermedius","Peixe-anual","SP"
"Flora","Angiospermas","Myrtaceae","Campomanesia espiritosantensis","-","ES"
"Flora","Angiospermas","Myrtaceae","Campomanesia hirsuta","-","MG"
"Flora","Angiospermas","Myrtaceae","Campomanesia hirsuta","-","RJ"
"Flora","Angiospermas","Myrtaceae","Campomanesia macrobracteolata","-","ES"
"Flora","Angiospermas","Myrtaceae","Campomanesia prosthecesepala","-","MG"
"Flora","Angiospermas","Myrtaceae","Campomanesia reitziana","-","PR"
"Flora","Angiospermas","Myrtaceae","Campomanesia reitziana","-","SC"
"Flora","Angiospermas","Myrtaceae","Campomanesia reitziana","-","SP"
"Flora","Angiospermas","Asteraceae","Campuloclinium parvulum","-","SP"
"Flora","Angiospermas","Asteraceae","Campuloclinium parvulum","-","RJ"
"Flora","Angiospermas","Asteraceae","Campuloclinium parvulum","-","MG"
"Flora","Angiospermas","Orchidaceae","Campylocentrum pernambucense","-","PE"
"Flora","Briófitas","Dicranaceae","Campylopus densicoma","-","RJ"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus cardosoi","Arapaçu-do-tapajós","MT"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus cardosoi","Arapaçu-do-tapajós","PA"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus multostriatus","Arapaçu-de-bico-curvo-do-xingu","MA"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus multostriatus","Arapaçu-de-bico-curvo-do-xingu","MT"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus multostriatus","Arapaçu-de-bico-curvo-do-xingu","PA"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus multostriatus","Arapaçu-de-bico-curvo-do-xingu","TO"
"Fauna","Aves","Dendrocolaptidae","Campylorhamphus trochilirostris trochilirostris","Arapaçu-beija-flor","BA"
"Flora","Angiospermas","Poaceae","Canastra lanceolata","-","MG"
